用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
凯利暴风,保密,。。。你想的太简单了。。。,呃噗呃,二级评论,4,0,2024-11-05 08:05:43
呃噗呃,男,回复 @凯利暴风 :确实，已经在百度上看到了各种牛马鬼神,呃噗呃,二级评论,6,0,2024-11-05 11:25:23
ChinaGirlMarionette,女,还真有这样的评论[吃瓜]评论区太乐了,呃噗呃,二级评论,6,0,2024-11-21 22:37:01
bili_10800,保密,当初出这个事我就懒得争，就等着今天呢[笑哭],,一级评论,4,4,2024-11-03 16:48:17
二叶红枫,保密,从这件事看出网络上确实有一大堆大学都没上过的只会盲从盲信的“正义人士”[吃瓜],,一级评论,5,4,2024-11-03 16:33:26
懒车手,保密,这下声援团建的集美们开始调转枪口了 永不逆风,,一级评论,6,4,2024-11-03 15:58:47
来包土豆泥,男,好牛逼，热搜第一，现在连前十都看不到，天天挂着个臭游戏，闹麻了,,一级评论,5,4,2024-11-03 15:36:30
Psy_Trance,保密,最好笑的是，我一个文科大学生一眼假的事情，结果一群专家学者在那装疯卖傻。,,一级评论,6,4,2024-11-03 14:24:06
gsjzn,男,我永远忘不了2024.11.3，这个属于Faker的日子。,,一级评论,6,4,2024-11-03 14:01:06
魔都x,男,数学不会就是不会，你答案错了怎么吹也没用,,一级评论,6,4,2024-11-03 13:06:02
phymok,保密,现在没人质疑方肘子当时对她作弊的定论了吧,,一级评论,5,4,2024-11-03 12:55:48
Tails9,保密,"“我永远忘不了2024.11.3号，这个属于Faker的日子。”
“你也看英雄联盟吗？”
“我是说数学造假的事情。”",,一级评论,5,4,2024-11-03 12:26:01
滋水枪咻咻咻,保密,姜某什么时候开直播带货啊[呲牙][呲牙],,一级评论,6,4,2024-11-03 12:10:13
匿名0721,男,当初洗地的不出来道个歉？[doge],,一级评论,5,4,2024-11-03 12:00:07
Dj喜羊羊___,保密,对不起[doge_金箍],匿名0721,二级评论,6,0,2024-11-03 13:23:06
执手便要一生,男,集美们别怕，一定是组委会的锅，嫉妒我们优秀的女孩子，事实证明，不管你是不是中专，只要是女孩子，一定能学好数学[脱单doge][脱单doge],,一级评论,5,4,2024-11-03 11:37:58
tatbtsjl,保密,刚开始质疑的时候这群人说性别歧视，现在真相大白了又开始说与性别无关，并且把罪责全推到老师和主办方身上，口口声声保护未成年人，这群人是懂得立体防御的[星星眼],执手便要一生,二级评论,4,0,2024-11-03 13:10:20
执手便要一生,男,回复 @imod-cmod :赶快趁着热度直播带货才是正道[脱单doge],执手便要一生,二级评论,5,0,2024-11-03 13:54:37
fbtbgtbh,男,有没有一种可能，姜萍这种人才现在被保护起来研究光刻机呢，说她造假只是迷惑外界，防止这种人才流失,,一级评论,5,7,2024-11-03 12:58:18
如璃glassy,男,你无敌了,fbtbgtbh,二级评论,6,9,2024-11-03 12:58:58
19395634918,保密,不是被米哈游挖去开发原神？[笑哭],fbtbgtbh,二级评论,5,9,2024-11-03 13:01:26
人质之友f某人,保密,你认真的？,fbtbgtbh,二级评论,6,1,2024-11-03 13:04:18
寅木子水,保密,你认真的？防止人才流失用这种蠢招？,fbtbgtbh,二级评论,4,2,2024-11-03 13:05:02
尘世齿轮,保密,骂你的人都发大财了,fbtbgtbh,二级评论,6,3,2024-11-03 13:06:02
fbtbgtbh,男,回复 @寅木子水 :有没有一种可能，她一直在隐藏实力，如同诸葛亮隐居茅庐，姜子牙垂钓碧溪，在中专里沉淀，终于，他遇到到了伯乐，才敢于展现实力。出名了之后，她老师为了防止这种人才流失，不惜牺牲自己声誉为她挡刀，装帮她作弊,fbtbgtbh,二级评论,5,2,2024-11-03 13:07:12
Dj喜羊羊___,保密,回复 @fbtbgtbh :有可能！,fbtbgtbh,二级评论,6,1,2024-11-03 13:17:02
大神热热,保密,回复 @19395634918 :不是时空穿越[笑哭],fbtbgtbh,二级评论,5,0,2024-11-03 13:53:53
够贱够风骚,保密,回复 @fbtbgtbh :是的呀，已经被749局录取了，已经在秘密研究永动机了,fbtbgtbh,二级评论,5,0,2024-11-03 14:13:42
星空房咕咕叫,女,堂,fbtbgtbh,二级评论,4,0,2024-11-03 16:18:40
罗小听,保密,南派传销的手法，你学的不错,fbtbgtbh,二级评论,5,0,2024-11-03 17:05:35
落凫山下,保密,6[笑哭],fbtbgtbh,二级评论,5,0,2024-11-03 21:06:49
红尘难渡相思,保密,回复 @fbtbgtbh :你这种言论给我一种未成年的感觉，唐完了，要是保护，这个公告不用发，过个一段时间互联网自己就忘了,fbtbgtbh,二级评论,5,0,2024-11-04 10:18:28
牛葱,保密,我相信她是被保护起来去研究时光机了，这样就可以扭转她上中专的事实,fbtbgtbh,二级评论,4,1,2024-11-04 19:05:07
BlackKingCrown,保密,专科二本的yy，就算你们考研考博一样印证了你们的智商,,一级评论,3,4,2024-11-04 11:24:37
樽前作剧-莫相笑,男,"从采访完回来的姜萍同学，全然不顾身体的疲惫，连夜拉着我们中专的老师学生讨论偏微分方程的事宜。谈得晚了，便送我们回宿舍，让我们回寝室休息。再去教室的路上，我们说：“姜萍同学，您回去休息吧。您刚接受完采访。”

姜萍说：“不碍事。你们知道，现在学界很多人把我当作靠他人指点的作弊者，不断质疑要我自证实力。你们是反应试教育的未来，你们的事就是中专生和大专生的事情，是头等大事。”

我们都激动了，眼里裹着泪花。多有松弛感的同学呀！

姜萍同学看着天空，说：“如果学界能像这片天空一样干净就好了！但是就有一些人，比如北大清华的一些教授，还有许多985的学生，要搞乱这学界。他们是罪人”说着，姜萍同学便拿着粉笔，在黑板上开始板书。不一会儿，就看到黑板上出现了如“Σ=1/2”“pi*z=pi^z”“主=6”的式子。

“这是我提出并证明的恒等式，学界一直没有对此重视，我已经忍学界很久了。”姜萍同学愤愤的说。我们都鼓起掌来，为我国有这样的学生而自豪。

一会儿姜萍同学叫来了王润秋老师，问：“那个宣传视频过审了吗？”“已经公开了。好像引起了网络上的轰动。”老师回答说。姜萍同学一怔，说：“赶紧去看网络，看有没有什么负面评价。”

之后，姜萍同学送我们回到了宿舍，一直挥手直到看不见我们。

过了几天，我们听说姜萍同学的宣传视频出事了，我们很紧张。这时候姜萍同学叫我们过去。她依旧那样和蔼，让我们坐下，说：“我的几个恒等式是精妙无比的，为之付出是伟大的。”她这是低下头说：“但我必须承认，我在宣传视频里的板书太鲁莽了。我在这儿像全校师生道歉，我将向全涟水县说明情况。”

我们顿时热泪盈眶。多好的同学啊！她在和黑子们斗争的过程中犯下的一点小失误，竟然被她记在心里，还道了歉。我们在将来的学习中，一定要向姜萍同学学习，学她那对学问的刻苦追求与不耻下问的精神。",,一级评论,6,8,2024-11-03 14:22:52
纯爱党天下第一,保密,还在感恩,樽前作剧-莫相笑,二级评论,6,1,2024-11-03 14:27:13
hsqrted,保密,"某音评论区
①这说明老师很厉害（角度刁钻）
②大家不要为难一个未成年小女孩（双重buff加身）
欢迎补充[嗑瓜子]",,一级评论,6,8,2024-11-04 16:19:48
hsqrted,保密,回复 @andrikl :可她接受采访时笑的可很开心，享受了不属于自己的荣誉，也得得到应有的处分[OK],hsqrted,二级评论,6,0,2024-11-04 18:01:25
andrikl,男,回复 @hsqrted :她说出来，丢脸的可不只有她了[妙啊]当时已经闹得沸沸扬扬了,hsqrted,二级评论,5,0,2024-11-04 22:10:51
玄山散人,男,江萍：这可以有，你们说的大量事。那是在鸡…鸡蛋里头拣骨头，拣来拣去，说是作弊了，打了我的旗号是你们说的我才知道的。通过丑化我、丑化润秋老师、丑化亿万学生参加的阿里巴巴数学竞赛啊。润秋老师的学生，三年整啊！认识还不止，共患难了！参赛的时候唯一留在学校追随润秋老师的，只有我一个女同学。你们躲到哪去了？！,,一级评论,6,10,2024-11-09 04:56:19
菜菜Rookie,男,[热词系列_啊?],玄山散人,二级评论,5,0,2024-11-09 05:22:34
菜菜Rookie,男,逆天！你在说什么？[惊讶],玄山散人,二级评论,5,0,2024-11-09 05:22:56
不人气的大西王,男,天才！,玄山散人,二级评论,5,0,2024-11-10 00:02:43
半捻思绪,男,i姜们呢，快出来反驳一下啊，这么多人黑你主＝6，你能忍？[傲娇],,一级评论,6,4,2024-11-06 01:47:41
埋垢碗渍洁洗,男,他的老师估计是被背刺了，唉，入围了姜萍风光了，事件发酵了男的背锅，这就是女性困境啊，我就不信老师帮忙做题的时候姜萍不知情，题能不能做出来自己心里没数吗😅,,一级评论,5,10,2024-11-03 17:17:00
紫電sama,女,有人私信你吗[嗑瓜子],埋垢碗渍洁洗,二级评论,4,0,2024-11-04 00:00:38
埋垢碗渍洁洗,男,回复 @紫電sama :有的，但是那些小丑骂完就拉黑了[笑哭],埋垢碗渍洁洗,二级评论,5,0,2024-11-04 05:55:24
哲学家木吉先生,保密,什么都可以造假 数学不会你装不了一点[doge],,一级评论,6,4,2024-11-04 14:44:33
抽象肘术师五唐牢师,保密,数学就是看天赋的，不可能突然顿悟,哲学家木吉先生,二级评论,5,0,2024-11-04 14:52:07
mqcmqc222,保密,呜呜呜，男权，社会舆论压力,,一级评论,4,5,2024-11-03 23:45:42
御坂美琴52320,保密,"《不以学历论英雄，愿更多的“姜萍”散发光彩》
2024-06-17 09:34:42 来源：光明网
　　“毫无疑问，姜萍是有天赋的。但是，正如她自己所说，“要是不努力的话，你光有兴趣的话，这也是没有什么用的”。她能取得如此优异的成绩，最重要的还是源于她持之以恒的努力。学服装设计的她，只能用业余时间自学数学，但她从没放弃。在老师的指导下，她不断钻研，从《高等数学》《数学分析》，学到外语版《偏微分方程》。

　　“天赋+努力”让姜萍这位中专在读生一举成为红透网络的“天才少女”。姜萍的故事让人们看到，过去被人们忽视甚至看轻的中专等学校里也藏龙卧虎，有着许多有才华的年轻人，他们若能够在某个领域施展所长，就会散发出令人瞩目的光芒。

　　姜萍的光芒被人看见，有其幸运之处。首先是她遇到了一位数学老师，他很快发现了姜萍的数学特长，也带领她进入高等数学的天地。正是因为他的鼓励，一度觉得自己“不配”的姜萍才下决心参赛，也才有了今天的一鸣惊人。

　　有人从他们的故事中联想到了电影《心灵捕手》，认为这位数学老师发现姜萍，就像电影里蓝勃教授发现了威尔的数学天赋一样。无论这种对比是否确切，其无疑都是一个伯乐遇到千里马的故事，人们喜闻乐见。

　　然而在现实中，我们对人才的认定却有许多预设的条条框框，这样不设门槛、不带偏见地评价一个人的机会并不常见。比如，很常见的情况是，在招聘过程中，学历常常成为一个硬杠杠，有些单位不仅要求应聘者有本科或研究生学历，甚至还要求他们出自985或211名校，仿佛只要不出自名校，就不可能胜任工作。

　　现在，许多热心网友呼吁清华北大等名校破格录取姜萍。这一方面反映了人们对人才的爱惜，但另一方面也暗示着一个尴尬的事实：即使是像姜萍这样有才华的年轻人，如果没有一个好的学历的话，也很容易被埋没。

　　姜萍是幸运的，她凭借自己的努力找到了展现才华的舞台，但是，还有更多有潜力的年轻人，他们或许并不是传统意义上的“优秀学生”，但也有着各自的闪光点，渴望自己能在某个领域一展所长。

　　期待社会消除学历歧视，减少“名校滤镜”，以更开放的心态给年轻人以更多元化、更个性化的机会。不拘一格育人才，不以学历论英雄，只凭能力较短长，那么，更多的“千里马”必将踊跃奔腾，大放光彩。”",,一级评论,6,5,2024-11-03 15:35:17
文盲4宝,男,今天我们相聚在这里，是为了庆祝一位杰出的女性在自己的领域做出的优秀的成果终于得到了客观公正的评价。让我们举杯，共祝她在自己的领域越走越好！[打call][打call][打call],,一级评论,6,5,2024-11-03 19:54:36
小玪,保密,这句话从一开始我就觉得唐得没边，现在看更是唐完了就是送[笑哭],文盲4宝,二级评论,5,0,2024-11-03 20:55:03
铭hl,保密,资本与政府的狂欢营销，一个获得知名度，一个讨好了要讨好的人，老师只是少了先进个人的评奖资格，受伤的只有一个没背景没财力的女孩儿。,,一级评论,6,7,2024-12-01 18:54:06
骑驴上东北,男,这女孩的采访也是被迫无奈才去的么,铭hl,二级评论,5,1,2024-12-13 20:10:40
亖得利乌龙茶,男,给一群丈育中专生闹麻了,,一级评论,6,4,2024-11-04 08:58:20
游戏太北了,男,溜几条dog@牛津kate朱朱 @江苏大学 @阿里达摩院扫地僧 @阿里巴巴 @阿里云 @阿里巴巴客服,,一级评论,4,7,2024-11-03 14:43:45
fatezerozp,女,好遛[吃瓜][打call],游戏太北了,二级评论,5,0,2024-11-03 14:57:25
酸甜可口西红柿,保密,现实不是小说，天才往往是有迹可循的。,,一级评论,5,3,2024-12-09 19:57:18
青无_Official,男,和我当时的想法一模一样，还真是作弊[笑哭],,一级评论,5,3,2024-12-13 22:43:41
无头渚薰异闻录,男,我们这边但凡你初三回头是岸了都有高中上,青无_Official,二级评论,5,0,2024-12-13 23:58:34
sofsol,保密,这世界上百分之八十以上的人就是乌合之众，没错就包括看视屏的你和写评论的我，奈何这是一个流量为王的时代，为了讨好粉丝，即使那些少数智者也不得不向愚昧低头。,,一级评论,5,3,2024-11-24 23:03:09
